公司名,工商注册级别,注册地址变更信息,增资情况,股权变动,控股,成立年限,注册专业人员信息,法定代表人稳定性,对外投资,所处行业地位,企业规模,工程获奖情况,公共信用记录,工程领域不良记录(严重),工程领域不良记录(一般),法院信用记录,中标数量,主要市场区域,项目规模,主项资质,增项资质,知识产权情况,财务,社会评价,信用评分
浙江中宇实业发展有限公司,2,0,0,0,2,12,38,0,,0,2,1,0,0,0,0,369,1,8,2,2,0,0,11,657
浙江逸龙建设有限公司,2,0,0,0,2,16,68,0,1,0,3,0,0,0,1,0,368,1,17,3,4,0,0,3,579
浙江环宇建设集团有限公司,2,0,0,0,1,19,267,0,10,0,1,28,0,2,28,0,345,1,50,1,10,4,0,38,676
浙江建安实业集团股份有限公司,2,0,0,0,0,21,152,0,,0,2,12,0,0,36,0,331,0,14,2,7,0,0,12,562
浙江尚都建设有限公司,2,0,0,0,3,23,71,0,,0,3,0,0,0,5,0,348,0,3,3,5,0,0,1,482
浙江华昌建设有限公司,2,0,0,0,3,30,63,0,2,0,2,8,0,0,2,0,320,3,9,2,9,0,0,17,641
浙江景华建设有限公司,2,0,0,0,3,19,77,0,4,0,2,7,0,0,12,0,328,1,21,2,4,0,0,17,572
浙江创业建设工程有限公司,2,0,0,0,2,13,87,0,,0,2,2,0,0,4,0,316,1,22,2,6,0,0,11,549
浙江天地园林工程有限公司,2,0,0,0,3,20,64,0,,0,2,15,0,0,3,0,300,1,44,2,8,0,0,25,612
浙江亚厦装饰股份有限公司,2,0,0,0,1,22,349,0,20,0,2,242,0,0,4,0,276,1,59,2,5,98,0,252,678
浙江同安建设有限公司,2,0,0,0,0,32,96,0,,0,2,6,0,0,0,0,279,0,25,2,7,0,0,16,669
浙江久久交通设施有限公司,2,0,0,0,3,19,21,0,,0,2,0,0,0,0,0,267,1,5,2,3,0,0,6,468
浙江国泰建设集团有限公司,2,0,0,0,3,20,154,0,8,0,1,46,0,2,38,0,271,1,46,1,11,15,0,56,656
浙江欣捷建设有限公司,2,0,0,0,3,15,178,0,9,0,2,29,0,0,15,0,263,1,75,2,7,20,0,39,674
浙江新厦建设有限公司,2,0,0,0,0,22,91,0,,0,2,6,0,1,2,0,247,3,11,2,9,0,0,6,584
浙江今隆建设有限公司,2,0,0,0,0,13,69,0,,0,2,0,0,0,4,0,299,1,6,2,9,0,0,0,518
浙江秀州建设有限公司,2,0,0,0,3,17,96,0,,0,2,0,0,0,1,0,270,0,5,2,5,0,0,10,614
浙江文盛集团有限公司,2,0,0,0,3,17,65,0,5,0,3,0,0,0,1,0,255,1,20,3,3,0,0,5,592
浙江国恒建设有限公司,2,0,0,0,3,0,70,0,,0,3,0,0,0,3,0,289,1,22,3,11,1,0,9,583
浙江长兴盛大建设有限公司,2,0,0,0,3,0,56,0,,0,3,0,0,0,0,0,279,1,8,3,14,0,0,4,610
浙江元通建设股份有限公司,2,0,0,0,3,19,63,0,3,0,2,3,0,0,16,0,233,3,3,2,8,0,0,13,530
浙江天工装饰工程有限公司,2,0,0,0,0,23,99,0,1,0,2,9,0,0,1,0,257,0,24,2,9,0,0,13,598
浙江钜元建设有限公司,2,0,0,0,3,12,79,0,,0,2,8,0,0,1,0,271,1,40,2,13,0,0,8,664
浙江山海建设有限公司,2,0,0,0,3,23,53,0,,0,3,0,0,0,1,0,258,1,7,3,4,0,0,8,565
浙江广宏建设有限公司,2,0,0,0,3,14,131,0,7,0,2,5,0,0,5,0,238,1,21,2,6,1,0,15,587
浙江永联环境股份有限公司,2,0,0,0,0,18,50,0,,0,2,2,0,0,0,0,245,1,17,2,4,0,0,3,627
浙江中祺建设有限公司,2,0,0,0,3,13,76,0,,0,2,1,0,0,2,0,243,0,23,2,8,2,0,3,559
浙江富水建设有限公司,2,0,0,0,3,18,61,0,,0,2,1,0,0,11,0,240,1,13,2,5,0,0,3,499
浙江正见建设集团有限公司,2,0,0,0,0,19,102,0,,0,2,0,0,0,3,0,223,1,1,2,3,0,0,0,487
浙江春江建设有限公司,2,0,0,0,3,29,59,0,,0,3,1,0,0,3,0,235,1,10,3,7,0,0,6,528
浙江正浩建设有限公司,2,0,0,0,3,19,38,0,,0,3,0,0,0,1,0,228,1,7,3,3,0,0,4,587
浙江梯梯建设有限公司,2,0,0,0,3,14,66,0,6,0,2,0,0,1,26,0,207,0,2,2,9,0,0,1,482
浙江中茂园林绿化有限公司,2,0,0,0,3,18,50,0,1,0,2,4,0,0,2,0,222,1,13,2,6,0,0,6,619
浙江华信建设有限公司,2,0,0,0,3,17,29,0,1,0,2,3,0,0,5,0,210,3,10,2,6,0,0,13,506
浙江海滨建设集团有限公司,2,0,0,0,3,18,110,0,7,0,1,16,0,1,56,0,206,1,19,1,9,4,0,23,646
浙江华启建设有限公司,2,0,0,0,3,0,44,0,,0,3,0,0,0,2,0,217,1,4,3,8,0,0,0,550
浙江长兴精诚建设有限公司,2,0,0,0,3,0,29,0,,0,3,0,0,0,0,0,240,0,10,3,7,0,0,0,567
浙江万寿建筑工程有限公司,2,0,0,0,3,15,91,0,5,0,2,0,0,2,0,0,206,1,16,2,6,0,0,2,604
浙江海汇建设有限公司,2,0,0,0,3,14,32,0,4,0,2,0,0,0,1,0,189,0,0,2,6,0,0,7,572
浙江瑞华建设有限公司,2,0,0,0,3,20,64,0,1,0,2,1,0,0,1,0,202,1,6,2,5,0,0,5,611
浙江大申建设有限公司,2,0,0,0,3,16,57,0,,0,2,1,0,0,3,0,208,1,14,2,8,0,0,5,554
浙江昊晟建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江三丰建设有限公司,2,0,0,0,0,16,85,0,,0,2,19,0,0,4,0,192,1,19,2,5,0,0,19,574
浙江光大建设集团有限公司,2,0,0,0,0,14,79,0,,0,2,0,0,0,1,0,223,1,20,2,9,0,0,0,549
浙江鑫达建设有限公司,2,0,0,0,3,18,82,0,4,0,2,0,0,0,21,0,201,3,9,2,8,0,0,7,502
浙江华光市政建设有限公司,2,0,0,0,3,24,55,0,3,0,2,0,0,0,3,0,192,1,20,2,4,1,0,0,513
浙江长兴乐华建设有限公司,2,0,0,0,3,0,26,0,,0,3,0,0,0,1,0,223,1,4,3,7,0,0,0,561
浙江鑫冉建设有限公司,2,0,0,0,3,0,48,0,1,0,3,1,0,0,0,0,214,1,14,3,10,0,0,1,603
浙江中能建设有限公司,2,0,0,0,3,14,24,0,,0,3,0,0,0,0,0,188,1,7,3,2,0,0,10,622
浙江鸿正建设有限公司,2,0,0,0,3,12,74,0,2,0,2,5,0,0,2,0,197,1,8,2,10,0,0,10,628
浙江钱塘江水利建筑工程公司,2,0,0,0,2,24,65,0,,0,3,0,0,0,2,0,187,1,16,3,3,2,0,3,591
浙江兴汇建设有限公司,2,0,0,0,3,0,36,0,1,0,3,0,0,0,0,0,183,1,3,3,7,1,0,1,598
浙江锦德建设有限公司,2,0,0,0,3,0,49,0,,0,3,0,0,0,3,0,197,3,0,3,9,0,0,0,464
浙江五洲工程项目管理有限公司,2,0,0,0,3,18,87,0,2,0,3,0,0,0,5,0,175,0,6,3,4,3,0,10,559
浙江富泰建设有限公司,2,0,0,0,3,44,93,0,1,0,2,23,0,0,16,0,189,1,30,2,10,0,0,26,576
浙江臻泰建设有限公司,2,0,0,0,3,19,38,0,,0,3,0,0,0,2,0,183,1,11,3,1,0,0,0,537
浙江嘉宇建设有限公司,2,0,0,0,3,24,79,0,1,0,2,0,0,0,1,0,227,1,10,2,8,0,0,8,541
浙江巍山建设有限公司,2,0,0,0,3,24,56,0,,0,2,2,0,0,13,0,176,1,6,2,5,0,0,2,489
浙江宇通建设有限公司,2,0,0,0,3,12,38,0,,0,3,0,0,0,0,0,205,1,2,3,8,0,0,8,633
浙江长虹建设工程有限公司,2,0,0,0,3,15,42,0,,0,3,0,0,0,6,0,204,1,10,3,7,0,0,5,497
浙江自力建设集团有限公司,2,0,0,0,0,22,66,0,,0,2,0,0,0,9,0,171,1,2,2,6,0,0,0,459
浙江金坤建设有限公司,2,0,0,0,3,11,63,0,1,0,3,0,0,0,0,0,198,1,5,3,6,0,0,1,590
浙江吉天建设有限公司,2,0,0,0,3,13,49,0,,0,2,1,0,0,1,0,170,3,1,2,6,0,0,7,549
浙江瑞泰建设有限公司,2,0,0,0,3,30,39,0,,0,3,0,0,0,2,0,169,3,10,3,6,0,0,5,552
浙江新邦建设股份有限公司,2,0,0,0,3,23,120,0,2,0,2,16,0,1,13,0,165,1,10,2,10,1,0,26,583
浙江舜业建设有限公司,2,0,0,0,3,0,32,0,1,0,3,0,0,0,1,0,219,1,4,3,7,0,0,4,590
浙江园冶生态建设有限公司,2,0,0,0,0,16,57,0,,0,2,4,0,0,2,0,162,1,34,2,7,0,0,4,537
浙江鸿博建设有限公司,2,0,0,0,3,17,44,0,2,0,2,1,0,1,2,0,159,1,9,2,5,1,0,3,531
浙江汇力建设有限公司,2,0,0,0,3,37,42,0,8,0,3,0,0,0,2,0,170,1,27,3,2,0,0,2,562
浙江明城建设有限公司,2,0,0,0,3,18,39,0,,0,3,0,0,0,0,0,172,1,4,3,9,0,0,2,592
浙江泓大建设有限公司,2,0,0,0,3,32,0,0,,0,0,0,0,0,3,0,150,0,3,0,0,0,0,0,268
浙江景昌建设有限公司,2,0,0,0,3,15,44,0,3,0,3,0,0,0,0,0,156,1,11,3,2,0,0,4,608
浙江大华建设集团有限公司,2,0,0,0,0,20,81,0,,0,2,19,0,0,14,0,153,1,15,2,6,3,0,19,589
浙江宏兴建设有限公司,2,0,0,0,3,25,101,0,5,0,2,19,0,1,14,0,156,3,26,2,11,0,0,21,564
浙江中艺建设有限公司,2,0,0,0,3,23,68,0,1,0,3,0,0,0,0,0,156,1,7,3,7,0,0,8,624
浙江恒昌建设有限公司,2,0,0,0,3,18,79,0,2,0,2,2,0,0,1,0,170,1,25,2,12,2,0,8,641
浙江金隆古建园林工程有限公司,2,0,0,0,3,18,39,0,,0,2,0,0,0,0,0,168,0,8,2,3,0,0,5,611
浙江宝恒建设有限公司,2,0,0,0,0,14,63,0,1,0,2,12,0,2,3,0,158,0,26,2,11,0,0,19,601
浙江金城建设集团有限公司,2,0,0,0,0,21,71,0,,0,2,10,0,0,5,0,162,1,35,2,7,0,0,10,594
浙江金圣建设有限公司,2,0,0,0,3,14,73,0,1,0,2,0,0,0,1,0,153,0,21,2,5,2,0,1,599
浙江图盛输变电工程有限公司,2,0,0,0,2,25,15,0,2,0,4,3,0,0,0,0,166,1,47,4,1,0,0,3,605
浙江天姿园林建设有限公司,2,0,0,0,3,19,31,0,,0,2,4,0,0,0,0,159,1,37,2,4,0,0,13,682
浙江萧云建设有限公司,2,0,0,0,3,17,63,0,,0,2,2,0,0,0,0,153,0,20,2,8,0,0,2,602
浙江常山水利水电工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江长江建设工程有限公司,2,0,0,0,3,23,63,0,,0,2,0,0,0,2,0,163,0,15,2,6,0,0,5,522
浙江仙都建设有限公司,2,0,0,0,3,15,38,0,,0,3,0,0,0,0,0,155,1,7,3,4,0,0,8,622
浙江方汇建筑工程有限公司,2,0,0,0,3,18,54,0,5,0,2,0,0,0,3,0,140,1,0,2,6,0,0,9,519
浙江府都建设有限公司,2,0,0,0,3,23,58,0,,0,3,0,0,0,0,0,172,1,8,3,8,0,0,0,582
浙江巨圣建设有限公司,2,0,0,0,3,18,33,0,,0,3,0,0,0,0,0,157,1,23,3,5,3,0,2,613
浙江金茂建设有限公司,2,0,0,0,3,14,29,0,,0,3,0,0,0,0,0,163,1,0,3,3,0,0,9,618
浙江精工建设集团有限公司,2,0,0,0,0,32,88,0,7,0,2,7,0,0,12,0,137,2,12,2,9,2,0,17,564
浙江恒兴建设有限公司,2,0,0,0,3,17,47,0,,0,3,0,0,0,0,0,156,1,4,3,6,0,0,10,633
浙江万华建设有限公司,2,0,0,0,0,19,86,0,,0,2,8,0,0,2,0,140,1,27,2,10,1,0,8,649
浙江宏宇建筑有限责任公司,2,0,0,0,3,23,72,0,2,0,2,2,0,2,107,0,135,1,12,2,12,0,0,10,538
浙江水基建设有限公司,2,0,0,0,3,13,34,0,,0,3,0,0,0,1,0,144,1,7,3,5,0,0,0,507
浙江艮威水利建设有限公司,2,0,0,0,0,14,48,0,,0,2,0,0,0,2,0,140,1,25,2,3,0,0,0,549
浙江诚辉建设有限公司,2,0,0,0,3,16,34,0,1,0,3,0,0,0,1,0,149,0,1,3,5,0,0,0,549
浙江华兴建设有限公司,2,0,0,0,3,19,30,0,,0,3,0,0,0,0,0,154,1,1,3,5,0,0,10,632
浙江宝晟建设有限公司,2,0,0,0,3,16,78,0,,0,2,1,0,0,1,0,143,0,16,2,11,1,0,3,584
浙江乐星机电设备工程有限公司,2,0,0,0,3,12,0,0,1,0,0,0,0,0,0,0,163,1,29,0,0,0,0,0,350
浙江天工市政园林有限公司,2,0,0,0,3,17,44,0,,0,2,2,0,0,1,0,131,0,7,2,3,0,0,10,562
浙江绍兴白云建设有限公司,3,0,0,0,0,19,34,0,4,0,2,1,0,0,5,0,131,0,3,2,6,0,0,2,465
浙江通衢水电建设有限公司,2,0,0,0,3,20,42,0,4,0,3,0,0,0,0,0,140,1,22,3,3,0,0,0,595
浙江城建建设集团有限公司,2,0,0,0,3,18,120,0,11,0,1,20,0,1,18,0,139,1,26,1,9,9,0,30,626
浙江元耀建设有限公司,2,0,0,0,3,19,31,0,,0,3,0,0,0,1,0,154,1,4,3,6,0,0,0,562
浙江伟星建设有限公司,2,0,0,0,0,16,51,0,,0,2,8,0,0,0,0,128,1,20,2,2,0,0,8,637
浙江云程建设有限公司,2,0,0,0,0,12,45,0,1,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,489
浙江汇通建设有限公司,2,0,0,0,3,16,23,0,2,0,4,0,0,0,1,0,144,1,7,4,1,0,0,9,590
浙江慈盛建设有限公司,2,0,0,0,3,23,41,0,,0,3,0,0,0,1,0,140,3,1,3,3,0,0,0,518
浙江恒道建设有限公司,2,0,0,0,3,16,60,0,3,0,3,0,0,0,0,0,133,3,10,3,6,0,0,2,583
浙江中一建设有限公司,2,0,0,0,3,17,60,0,3,0,2,3,0,0,3,0,133,1,13,2,5,0,0,13,565
浙江嘉越建设有限公司,2,0,0,0,3,0,30,0,,0,3,3,0,0,1,0,149,0,4,3,9,3,0,8,616
浙江开阳环境建设有限公司,2,0,0,0,3,21,71,0,,0,3,1,0,0,1,0,151,1,6,3,13,0,0,1,572
浙江华鑫建设有限公司,2,0,0,0,3,15,45,0,,0,3,2,0,0,0,0,139,0,9,3,8,0,0,9,627
浙江衢盛建设有限公司,2,0,0,0,3,11,74,0,3,0,3,1,0,0,0,0,175,1,9,3,9,0,0,3,608
浙江德程建设有限公司,2,0,0,0,0,18,26,0,,0,3,0,0,0,0,0,102,3,0,3,4,0,0,0,547
浙江信龙建设有限公司,2,0,0,0,3,18,59,0,5,0,2,8,0,0,3,0,103,1,6,2,8,0,0,8,624
浙江广川建设有限公司,2,0,0,0,3,14,72,0,3,0,2,7,0,0,0,0,43,1,8,2,5,0,0,17,665
浙江富华建筑装饰有限公司,2,0,0,0,3,20,28,0,1,0,2,7,0,0,0,0,132,0,4,2,6,0,0,9,658
浙江屹立装潢工程有限公司,2,0,0,0,3,22,30,0,,0,2,1,0,6,1,0,37,1,4,2,6,0,0,2,466
浙江诚通市政建设有限公司,2,0,0,0,3,20,62,0,,0,2,0,0,0,2,0,121,1,21,2,6,0,0,5,582
浙江永通科技发展有限公司,2,0,0,0,0,23,36,0,6,0,2,0,0,0,1,0,13,1,6,2,6,0,0,10,595
浙江巨鑫建设有限公司,2,0,0,0,0,18,60,0,,0,3,0,0,0,0,0,27,0,6,3,7,0,0,3,557
浙江立信建设发展有限公司,2,0,0,0,3,11,80,0,1,0,2,0,0,1,2,0,38,3,3,2,7,0,0,3,486
浙江梧桐园林市政工程有限公司,2,0,0,0,3,15,22,0,1,0,2,6,0,0,0,0,25,1,4,2,4,0,0,6,639
浙江奔腾交通工程有限公司,2,0,0,0,2,18,31,0,,0,3,0,0,0,5,0,41,0,10,3,5,0,0,3,472
浙江强盛医用工程有限公司,2,0,0,0,0,16,26,0,,0,2,0,0,0,1,0,42,1,7,2,3,2,0,0,578
浙江瑞德建设有限公司,2,0,0,0,3,21,29,0,,0,3,0,0,0,2,0,45,3,0,3,4,0,0,0,497
浙江华东建设工程有限公司,2,0,0,0,2,13,57,0,4,0,2,3,0,0,1,0,38,1,13,2,9,13,0,13,686
浙江王氏生态建设有限公司,2,0,0,0,3,0,13,0,,0,3,0,0,0,0,0,111,0,4,3,8,0,0,0,556
浙江泰宇建设有限公司,2,0,0,0,3,17,62,0,,0,2,0,0,0,5,0,123,1,11,2,6,1,0,10,549
浙江鼎川建设有限公司,2,0,0,0,3,13,41,0,,0,3,0,0,0,0,0,26,0,5,3,2,0,0,0,532
浙江大洋建设集团有限公司,2,0,0,0,0,16,81,0,,0,2,1,0,0,0,0,119,3,8,2,9,3,0,1,592
浙江宇盛建设有限公司,2,0,0,0,3,16,31,0,,0,3,3,0,0,1,0,77,1,17,3,1,0,0,5,587
浙江海建建设股份有限公司,2,0,0,0,3,19,27,0,,0,3,0,0,0,2,0,92,3,8,3,4,0,0,1,522
浙江东海岸园艺有限公司,2,0,0,0,3,18,18,0,1,0,4,4,0,0,0,0,92,1,3,4,1,0,0,4,588
绍兴宏欣建设有限公司,3,0,0,0,0,13,26,0,,0,3,0,0,0,0,0,30,3,0,3,6,0,0,0,526
浙江万兴建设有限公司,2,0,0,0,3,15,37,0,,0,2,0,0,0,1,0,41,2,6,2,7,6,0,5,569
浙江弘丰建设有限公司,2,0,0,0,3,18,31,0,1,0,2,0,0,0,1,0,109,1,1,2,5,0,0,0,554
浙江常山建安建筑工程有限公司,2,0,0,0,3,17,46,0,1,0,2,0,0,0,1,0,134,1,3,2,6,0,0,0,511
浙江通达建设集团有限公司,2,0,0,0,3,25,56,0,4,0,2,1,0,0,3,0,95,2,2,2,7,0,0,11,507
浙江实强建设有限公司,2,0,0,0,3,19,53,0,,0,2,3,0,0,2,0,37,1,9,2,6,3,0,3,582
浙江荣盛建设发展有限公司,2,0,0,0,3,17,102,0,1,0,2,7,0,0,14,0,91,1,19,2,7,1,0,17,559
浙江万明建设有限公司,2,0,0,0,3,17,54,0,,0,2,0,0,0,0,0,120,1,2,2,5,0,0,0,589
浙江贝利建设集团有限公司,2,0,0,0,0,23,76,0,,0,2,2,0,1,7,0,118,3,9,2,7,0,0,2,464
浙江诚宏建设有限公司,2,0,0,0,3,0,26,0,,0,3,0,0,0,0,0,107,1,1,3,4,0,0,0,580
浙江开达装饰工程有限公司,2,0,0,0,0,17,44,0,,0,2,0,0,1,1,0,99,1,8,2,12,0,0,2,566
浙江昌鼎建设有限公司,2,0,0,0,3,11,43,0,,0,2,1,0,0,0,0,89,1,9,2,11,0,0,2,601
浙江锐信建设工程公司,2,0,0,0,3,35,66,0,3,0,2,1,0,0,6,0,91,1,7,2,5,0,0,3,490
浙江创宇建设有限公司,2,0,0,0,3,16,47,0,2,0,2,0,0,0,4,0,111,1,6,2,5,0,0,6,483
浙江中企实业有限公司,2,0,0,0,0,19,24,0,,0,2,0,0,0,1,0,84,1,2,2,1,0,0,0,535
浙江华洋建设有限公司,2,0,0,0,3,21,19,0,,0,2,0,0,0,1,0,27,2,2,2,8,0,0,5,474
浙江正方交通建设有限公司,2,0,0,0,2,17,97,0,10,0,2,4,0,1,1,0,97,1,23,2,10,0,0,11,644
浙江佳和建设有限公司,2,0,0,0,3,14,48,0,,0,2,4,0,1,2,0,49,1,12,2,5,0,0,5,512
浙江国才建设有限公司,2,0,0,0,3,17,27,0,1,0,3,0,0,0,0,0,76,3,1,3,4,0,0,3,569
浙江中腾建设有限公司,2,0,0,0,3,17,54,0,2,0,2,6,0,0,2,0,78,1,4,2,10,0,0,8,556
浙江中鹰建筑有限公司,2,0,0,0,3,17,83,0,5,0,2,12,0,0,10,0,93,1,9,2,8,0,0,12,574
浙江亿达建设有限公司,2,0,0,0,3,14,41,0,1,0,2,2,0,0,1,0,109,1,7,2,4,0,0,10,616
浙江永乐园林工程有限公司,2,0,0,0,0,0,8,0,,0,3,0,0,0,0,0,97,3,0,3,2,0,0,0,522
浙江采荷建设有限公司,2,0,0,0,3,16,35,0,,0,3,0,0,0,0,0,47,3,3,3,7,0,0,7,578
浙江警安科技有限公司,2,0,0,0,3,17,59,0,,0,2,0,0,0,0,0,79,1,7,2,14,0,0,0,583
浙江宝宇建设有限公司,2,0,0,0,3,11,32,0,,0,3,0,0,0,1,0,118,1,5,3,4,0,0,3,577
浙江成城建设有限公司,2,0,0,0,3,15,49,0,3,0,2,0,0,0,16,0,85,3,1,2,7,0,0,10,475
浙江腾远建设有限公司,2,0,0,0,3,20,63,0,,0,2,0,0,0,2,0,113,3,17,2,7,0,0,2,544
浙江锦亚建设有限公司,2,0,0,0,3,15,58,0,,0,3,2,0,0,1,0,83,1,5,3,6,0,0,2,532
浙江广丰建设集团有限公司,2,0,0,0,0,12,78,0,,0,2,1,0,0,5,0,76,0,12,2,6,0,0,1,459
浙江长兴天工建设有限公司,2,0,0,0,3,16,38,0,,0,2,1,0,0,1,0,82,1,7,2,8,0,0,1,549
浙江嘉善市政园林有限公司,2,0,0,0,3,19,24,0,,0,3,0,0,0,0,0,129,1,3,3,5,0,0,1,588
浙江环球市政工程建设有限公司,2,0,0,0,3,12,22,0,,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,518
浙江君诚建设有限公司,2,0,0,0,3,15,31,0,,0,3,0,0,0,5,0,77,2,1,3,2,0,0,1,453
浙江华奕生态建设股份有限公司,2,0,0,0,3,0,31,0,,0,3,1,0,0,0,0,75,1,5,3,15,0,0,3,582
浙江恒誉建设有限公司,2,0,0,0,3,13,63,0,2,0,2,23,0,1,6,0,107,2,20,2,8,6,0,27,633
浙江展华建设有限公司,2,0,0,0,3,14,36,0,,0,3,0,0,0,0,0,128,3,9,3,4,0,0,0,563
浙江芹江建设有限公司,2,0,0,0,3,14,42,0,,0,3,0,0,0,0,0,88,1,3,3,6,0,0,0,573
浙江双堰建筑工程有限公司,2,0,0,0,3,17,57,0,1,0,2,6,0,1,5,0,30,3,3,2,4,0,0,9,511
浙江江鑫建设有限公司,2,0,0,0,3,11,53,0,,0,3,0,0,0,4,0,95,0,6,3,7,0,0,7,517
浙江海创建设有限公司,2,0,0,0,3,0,14,0,,0,3,0,0,0,0,0,73,3,2,3,5,0,0,7,567
浙江润业建设有限公司,2,0,0,0,3,11,62,0,,0,2,1,0,0,1,0,89,1,10,2,14,0,0,7,607
浙江宏厦建设有限公司,2,0,0,0,3,18,35,0,2,0,2,16,0,0,0,0,98,2,10,2,7,0,0,19,695
浙江龙游宏业建设有限公司,2,0,0,0,3,0,28,0,,0,3,0,0,0,0,0,75,3,0,3,6,0,0,0,547
浙江广天建设有限公司,2,0,0,0,0,22,48,0,,0,2,1,0,0,0,0,37,1,9,2,5,0,0,1,544
浙江鸿富建设有限公司,2,0,0,0,0,18,59,0,1,0,2,0,0,0,2,0,97,0,8,2,5,0,0,2,491
浙江宝森建设有限公司,2,0,0,0,3,0,32,0,,0,3,0,0,0,4,0,77,3,3,3,8,0,0,0,471
浙江宏信建设有限公司,2,0,0,0,3,0,52,0,,0,3,0,0,1,6,0,84,1,11,3,6,0,0,3,473
浙江宏建建设有限公司,2,0,0,0,3,18,55,0,4,0,2,0,0,0,11,0,121,3,4,2,6,0,0,2,467
浙江河海建设有限公司,2,0,0,0,3,22,30,0,,0,3,0,0,0,2,0,82,1,6,3,4,0,0,1,542
浙江万厦建设有限公司,2,0,0,0,0,16,67,0,,0,2,0,0,1,0,0,98,1,4,2,7,2,0,9,614
浙江丰盛建设工程有限公司,2,0,0,0,3,15,47,0,,0,3,0,0,0,0,0,78,1,4,3,5,0,0,2,583
浙江新宇建设有限公司,2,0,0,0,0,17,55,0,,0,2,8,0,0,4,0,26,1,6,2,5,4,0,8,554
浙江金灵建设有限公司,2,0,0,0,3,24,28,0,,0,3,0,0,0,0,0,106,1,13,3,5,0,0,0,572
浙江独山市政园林有限公司,2,0,0,0,3,0,10,0,,0,3,0,0,0,0,0,83,0,0,3,4,0,0,0,542
浙江天工建设集团有限公司,2,0,0,0,3,19,134,0,5,0,2,12,0,0,6,0,30,1,15,2,7,0,0,22,567
浙江嘉晨建设有限公司,2,0,0,0,3,25,16,0,,0,3,1,0,0,1,0,101,0,1,3,5,0,0,1,557
浙江嘉年华园林建设有限公司,2,0,0,0,3,16,26,0,,0,2,7,0,0,0,0,75,1,12,2,4,9,0,7,702
浙江江能建设有限公司,2,0,0,0,3,19,49,0,4,0,2,0,0,0,0,0,40,0,9,2,8,0,0,5,596
浙江瓜沥建设有限公司,2,0,0,0,3,15,34,0,,0,3,0,0,0,1,0,25,3,3,3,2,0,0,3,527
浙江建达科技股份有限公司,2,0,0,0,1,18,29,0,3,0,2,0,0,0,1,0,72,2,3,2,4,4,0,8,669
浙江沁箭建设有限公司,2,0,0,0,3,13,27,0,,0,2,0,0,0,1,0,90,0,4,2,3,0,0,0,522
浙江吉祥环境建设有限公司,2,0,0,0,3,0,57,0,,0,3,1,0,0,0,0,25,1,11,3,9,0,0,1,577
浙江鲁业建设有限公司,2,0,0,0,3,0,36,0,,0,3,0,0,0,1,0,87,1,0,3,7,0,0,1,541
浙江森晟建设有限公司,2,0,0,0,3,18,52,0,1,0,2,11,0,0,0,0,39,0,18,2,10,7,0,14,702
浙江兴发建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江中欣建设有限公司,2,0,0,0,0,12,38,0,,0,2,0,0,0,0,0,99,1,9,2,7,1,0,0,559
浙江吉瑞建设有限公司,2,0,0,0,3,14,33,0,,0,3,1,0,0,1,0,79,1,9,3,5,0,0,3,558
浙江荣佳建筑工程有限公司,2,0,0,0,3,22,57,0,2,0,2,2,0,0,6,0,40,0,6,2,6,0,0,4,463
浙江精工钢结构集团有限公司,2,0,0,0,0,18,98,0,5,0,2,71,0,1,4,0,96,1,20,2,5,52,0,81,644
浙江晟大建设有限公司,2,0,0,0,0,13,30,0,,0,3,0,0,0,0,0,108,3,0,3,3,0,0,0,542
浙江广发建设工程有限公司,2,0,0,0,3,21,20,0,2,0,2,0,0,0,1,0,60,1,0,2,7,0,0,8,558
浙江广诚建设有限公司,2,0,0,0,0,13,47,0,,0,2,2,0,0,1,0,51,3,5,2,5,0,0,2,534
浙江华厦建设集团有限公司,2,0,0,0,3,20,47,0,8,0,2,3,0,2,6,0,74,1,5,2,9,4,0,13,569
浙江振丰建设有限公司,2,0,0,0,0,21,70,0,2,0,2,13,0,1,10,0,74,1,7,2,8,1,0,18,563
浙江培华建设有限公司,2,0,0,0,3,11,58,0,2,0,3,1,0,0,0,0,75,1,2,3,9,0,0,5,606
浙江鑫直建筑有限公司,2,0,0,0,0,16,24,0,,0,3,0,0,0,0,0,59,0,2,3,5,0,0,0,547
浙江宏达建设集团有限公司,2,0,0,0,3,23,71,0,6,0,2,11,0,0,0,0,45,1,11,2,5,4,0,21,704
浙江远图建设有限公司,2,0,0,0,3,11,45,0,,0,3,0,0,0,0,0,78,2,8,3,10,0,0,2,567
浙江广业建设有限公司,2,0,0,0,3,15,35,0,1,0,3,0,0,0,0,0,71,3,2,3,6,0,0,6,600
浙江华尔达装饰工程有限公司,2,0,0,0,0,16,40,0,,0,2,9,0,0,0,0,32,1,9,2,5,0,0,9,656
浙江华鼎市政建设有限公司,2,0,0,0,3,22,41,0,1,0,2,0,0,0,2,0,80,0,4,2,2,0,0,0,499
